youtube_id,title,duration_sec,guessed_tournament_id,tournament_guess_label,year,kind,stage,leg,score,player_a_guess,player_a_id_guess,player_b_guess,player_b_id_guess,game_id_guess,source,source_channel,source_playlist,relation_group,relation,featured_final,confidence,verified,notes,external_url
Jmf-dMGlr3Q,Athens08_07_3rdPlace_Alkis_Pana_8-3.avi,687,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
JnBrb7dgJvU,Kick Off 2 World Cup 2015 - Final (2nd leg) - Gianni vs Andy,713,585,World Cup XV (Dublin),2015,match,final,,,Gianni T,149,Andy G,30,23054,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
Jrs5BU2gZHI,Kick Off 2 World Cup 2016 - 3rd place match - Dagh vs Oliver,675,596,World Cup XVI (Milan),2016,match,bronze,,,Dagh N,73,Oliver St,345,23899,ko2cv_channel,ko2cv,,,,false,low,,,
KAATGhA6djQ,"Kick Off 2 Amiga, WC 2008 Athens, Third Place Final, Alkis P - Panayotis P (8 - 3)",687,358,World Cup VIII (Athens),2008,match,final,,8 - 3,Alkis P,14,Panayotis P,354,14261,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoff2.it/tmp/video_ko2/wc2008/Athens08_07_3rdPlace_Alkis_Pana_8-3.avi
L0I1H0cp5t8,Kick Off 2 World Cup 2015 - Presentations,576,585,World Cup XV (Dublin),2015,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
L4Hb-TEZdJw,Spyros vs Robert 3-4-2011,696,499,Athens LXXVIII,2011,match,,,7 - 4,Spyros P,410,Robert S,386,18940,forum_index,costas,,,,false,medium,Y,Also in: costas_channel,
LFpZ1gBzjDE,Kick Off 2 World Cup 2024 - Exhibition game,556,20,World Cup XXII (Nottingham),2024,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
LJRUWpE77hM,KOA_WC2006_04_Semi2_Part2_Marco_vs_Mario,644,,,,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
Ltf8h1mGsgQ,"Kick Off 2 Amiga, WC 2004 Milano, Semi final 1st leg, Steve C - Luigi F (5 - 5)",697,140,World Cup IV (Milan),2004,match,semi,,5 - 5,Steve C,421,Luigi F,261,4898,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Milan2004/videos/WC2004_Semi1A_SteveC_Luigi.wmv
MHbxHxZlxBw,Kick Off 2 World Cup 2023   Semi Final 1A Fabio vs Gianni,734,16,World Cup XXI (Torremolinos),2023,match,semi,,,Fabio F,109,Gianni T,149,26298,ko2cv_channel,ko2cv,,,,false,low,,,
MaNou8ep0w0,Lund II 2009: Jacob K - Dagh N (4 - 7),,411,Lund II,2009,match,,,4 - 7,Jacob K,181,Dagh N,73,15818,forum_index,,,,,false,high,Y,,
MepMouBwZNM,"Kick Off 2 Amiga, Milan I 2003, Semi Final leg 2, Luigi F - Gianluca (3 - 4)",718,89,Milan,2003,match,semi,2,3 - 4,Luigi F,261,Gianluca,148,2410,forum_index,alkelele,,,,false,low,Y,Also in: alkelele_channel,
MfAz4uCl090,Ektoras scores against SteveC,11,,,,excluded,,,,Ektoras K,100,Steve C,421,,ko2cv_channel,ko2cv,,,,false,low,Y,11s highlight clip (not a full match); players for catalog only,
Mtb4qPBQg6o,KOA WC 2007,659,280,World Cup VII (Rome),2007,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
MzpUQkr5Nec,Kick Off 2 World Cup 2022 Part6 Semi2B Lorenzo vs Chris,796,14,World Cup XX (Athens),2022,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
N69irzFsepM,Kick Off 2 World Cup 2014 - World Champions 4 Player match,677,577,World Cup XIV (Copenhagen),2014,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
NR-ZIg1NU_E,Kick Off 2 UK Championship 2010 -  League - RobertS vs SteveC,656,451,Birmingham XXI,2010,match,league,,4 - 2,Robert S,386,Steve C,421,17225,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
Naw-nd2TbHs,Kick Off 2 UK Championship 2009 - Awards,245,412,Birmingham XIV,2009,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,Y,,
NefQKdI85Ls,KOA WC 2010  - Semi1B - Gianni vs Ektoras,788,480,World Cup X (Dusseldorf),2010,match,semi,,11 - 5,Gianni T,149,Ektoras K,100,18459,forum_index,ko2cv,,forum-the-2010-gathering-dusseldorf-germany-semi-finals-gianni-t-ektoras-k-11-5,canonical,false,high,Y,Also in: ko2cv_channel,
Nh0PrW-3fq0,05 - Kick Off 2 World Cup 2012 Semi Final 2B - Gianni vs Gianluca,809,554,World Cup XII (Milan),2012,match,semi,,,Gianni T,149,Gianluca T,148,21273,ko2cv_channel,ko2cv,,,,false,low,,,
NlPK82Ss_6I,WC2009 Presentations Part 2,546,418,World Cup IX (Voitsberg),2009,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
NmI2Dr8fcxc,KOA_WC2006_02_Semi2_Part1_Mario_vs_Marco,652,,,,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
NtLXNXS76gc,Nikos vs Spyros 3-4-2011,824,499,Athens LXXVIII,2011,match,,,4 - 1,Nikos A,338,Spyros P,410,18893,forum_index,costas,,,,false,medium,Y,Also in: costas_channel,
NwvNl2Ye-bY,Kick Off 2 WC2001 Dartford Part4c Sunday,61,26,World Cup I (Dartford),2001,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
OEEPDiPpuh4,"Kick Off 2 Amiga, shot height, part 9",11,,,,stream,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
OE_wVb2JheU,Kick Off 2 World Cup 2019 - Final - Andy vs Thor,1743,9,World Cup XIX (Bremen),2019,match,final,,,Andy G,30,Thor S,444,"25458,25459",wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel; dual-leg video (duration>=20min),
OUK4KIBe5aQ,Kick Off 2 World Cup 2023   3rd Place Fabio vs Andy,748,16,World Cup XXI (Torremolinos),2023,match,bronze,,,Fabio F,109,Andy G,30,26308,ko2cv_channel,ko2cv,,,,false,low,,,
Oa3wLWR8NxE,Kick Off 2 World Cup 2014 - Final (1st leg) - Gianni vs Fabio,671,577,World Cup XIV (Copenhagen),2014,match,final,,,Gianni T,149,Fabio F,109,22466,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
OgCg0JtmA_w,Kick Off 2 World Cup 2022 Part9 FinalB Lorenzo vs Gianni,712,14,World Cup XX (Athens),2022,stream,final,,,,,,,,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,false,medium,,Also in: ko2cv_channel,
Oo0DeaZojnw,UK Kick Off 2 UKC 2012 Garry 4-7 Dagh.mp4,839,554,World Cup XII (Milan),2012,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
P41ms03SW-Y,Gremlin Graphics 1994. Tips to enter the games industry,355,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
P7Hy8ukFMV4,Athens08_05_Semi1_B_Alkis_Dagh_1-12.avi,753,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
P8C9aNmr9UE,"Kick Off 2 Amiga, WC 2009 Voitsberg, The Final leg 1, Gianni T - Spyros P (8 - 7)",656,418,World Cup IX (Voitsberg),2009,match,final,1,8 - 7,Gianni T,149,Spyros P,410,16403,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,high,,"Also in: alkelele_channel, forum_index",
PHUo3q_WS_4,"Kick Off 2 Amiga, WC 2008 Athens, Semi Final leg 1, Dagh N - Alkis P (7 - 5)",718,358,World Cup VIII (Athens),2008,match,semi,1,7 - 5,Dagh N,73,Alkis P,14,14257,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoff2.it/tmp/video_ko2/wc2008/Athens08_03_Semi1_A_Dagh_Alkis_7-5.avi
PITHWH7eM3Q,01 - Kick Off 2 World Cup 2012 Silver Cup Final MarkW - LorenzoL,714,554,World Cup XII (Milan),2012,match,silver,,3-1,Mark W,286,Lorenzo L,254,21117,ko2cv_channel,ko2cv,,,,false,low,Y,17th place final (silver bracket; top 16 to gold),
P_j0YFs76OM,KOA_WC2006_03_Semi1_Part2_Spyros_vs_Gianni,935,,,,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
Q73jrEIrBWQ,KOA WC 2010  - FinalA - Dagh vs Gianni,752,480,World Cup X (Dusseldorf),2010,match,final,,8 - 5,Dagh N,73,Gianni T,149,18463,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,forum-the-2010-gathering-dusseldorf-germany-the-final-dagh-n-gianni-t-8-5,canonical,false,high,Y,"Also in: forum_index, ko2cv_channel",
QAvqfuA_HqA,Kick Off 2 World Cup 2025 - Bronze Final DennyM vs KoneyK,659,25,World Cup XXIII (Milan),2025,match,final,,,Denny M,93,Koney K,240,27372,ko2cv_channel,ko2cv,,,,false,medium,,,
QRDBY-ExNPw,KOA WC2006,410,206,World Cup VI (Rickmansworth),2006,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
QTvT5F3y-Zk,03 - Kick Off 2 World Cup 2012 Semi Final 2A - Gianluca vs Gianni,701,554,World Cup XII (Milan),2012,match,semi,,,Gianluca T,148,Gianni T,149,21271,ko2cv_channel,ko2cv,,,,false,low,,,
QVHa_ZOkkWM,"Kick Off 2 Amiga, WC 2004 Milano, Semi final 2nd leg, Luigi F - Steve C (6 - 2)",687,140,World Cup IV (Milan),2004,match,semi,,6 - 2,Luigi F,261,Steve C,421,4899,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Milan2004/videos/WC2004_Semi1A_SteveC_Luigi.wmv
QWW3l6xH7o8,Kick Off 2 UK Championship 2010 - League - SteveE vs RobertS,653,451,Birmingham XXI,2010,match,league,,8 - 4,Steve E,422,Robert S,386,17240,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
QWWEGczIsXU,Kick Off 2 UK Championship 2010 - League- GarryC vs SteveC,655,451,Birmingham XXI,2010,match,league,,5 - 5,Garry C,134,Steve C,421,17188,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
QXZG9t_THv4,Kick Off 2 World Cup 2019 - 3rd place - Fabio vs Gianni,825,9,World Cup XIX (Bremen),2019,match,bronze,,,Fabio F,109,Gianni T,149,25457,ko2cv_channel,ko2cv,,,,false,low,,,
Q_TwhVZdJYg,"UKC08 - Gold Cup Final, Waynie vs Jon",705,316,Birmingham VIII Gold Cup,2008,match,final,,,Wayne L,467,Jon G,213,12642,ko2cv_channel,ko2cv,,,,false,low,,,
Qc_IgYQqR3Q,UK Kick Off 2 UKC 2012 Steve C 4-4 Simon K.mp4,702,554,World Cup XII (Milan),2012,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
Qj3sd9e0aNw,Kick Off 2 WC2011 - 8. Final2 - Alkis vs Gianni.avi,646,526,World Cup XI (Birmingham),2011,match,final,,,Alkis P,14,Gianni T,149,20111,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
QvMrT4AabSQ,"Kick Off 2 World Cup 2016 - Semi Final B, Leg 2 - Gianni vs Oliver",702,596,World Cup XVI (Milan),2016,match,semi,2,,Gianni T,149,Oliver St,345,23898,ko2cv_channel,ko2cv,,,,false,low,,,
Qz8CUZ1evzY,Athens08_09_Final_B_Gianni_Dagh_8-2.avi,717,358,World Cup VIII (Athens),2008,match,final,2,8-2,Gianni T,149,Dagh N,73,14263,ko2cv_channel,ko2cv,,,,false,low,,,
RIQPzjxScMs,02 - Kick Off 2 World Cup 2012 Semi Final 1A - Dagh vs Andy,658,554,World Cup XII (Milan),2012,match,semi,,,Dagh N,73,Andy G,30,21270,ko2cv_channel,ko2cv,,,,false,low,,,
RMGeWarwrEo,Kick Off 2 - Sheffield style,400,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
RRz0OwZFzD4,Kick Off 2 Amiga goal compilation,156,,,,compilation,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
RUS5l3mciP8,Kick Off 2 Amiga Pinball Goal,19,,,,coverage,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
RZSWrrP8ufg,"Kick Off 2 Amiga, WC 2005 Cologne, Game of Shame",680,169,World Cup V (Cologne),2005,excluded,shame,,,,,,,,alkelele_channel,alkelele,,,,false,low,Y,WC 2005 Game of Shame — no game in ko2amiga_db,
RvVpHHEDuks,"Kick Off 2 Amiga, WC 2004 Milano, Semi final 1st leg, Nikos A - Gianluca T (3 - 5)",712,140,World Cup IV (Milan),2004,match,semi,,3 - 5,Nikos A,338,Gianluca T,148,4900,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Milan2004/videos/WC2004_Semi1A_SteveC_Luigi.wmv
SR_XBWDW3zk,"Kick Off 2 World Cup 2016 - Semi Final A, Leg 1 - Dagh vs Thor",688,596,World Cup XVI (Milan),2016,match,semi,1,,Dagh N,73,Thor S,444,23895,ko2cv_channel,ko2cv,,,,false,low,,,
Sfgi2K2t36o,KOA Kick Off 2 World Cup 2007 Final 1 Part 1 - Gianni vs Spyros,656,280,World Cup VII (Rome),2007,stream,final,,,,,,,,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,false,medium,,Also in: ko2cv_channel,
ShvzfJ0oxSE,04 - Kick Off 2 World Cup 2012 Semi Final 1B - Andy vs Dagh,730,554,World Cup XII (Milan),2012,match,semi,,,Andy G,30,Dagh N,73,21270,ko2cv_channel,ko2cv,,,,false,low,,,
SnXmRNT2Wlw,"Kick Off 2 Amiga, shot height, part 6",10,,,,stream,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
SzWNnJPtOcg,"Kick Off 2 Amiga, WC 2009 Voitsberg, The Final leg 2, Spyros P - Gianni T (6 - 7)",661,418,World Cup IX (Voitsberg),2009,match,final,2,6-7,Spyros P,410,Gianni T,149,16402,alkelele_channel,alkelele,,,,false,medium,,,
TAp83vT0-0U,Kick Off 2 Amiga PBD and NOPBD,256,,,,coverage,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
TIixxHSjASc,Kick Off 2 World Cup 2014 - Semi2 (2nd leg) - Fabio vs Dagh,1422,577,World Cup XIV (Copenhagen),2014,match,semi,,,Fabio F,109,Dagh N,73,"22463,22464",ko2cv_channel,ko2cv,,,,false,low,,dual-leg video (duration>=20min),
Tyl2qK0xVg0,"Kick Off 2 Amiga, WC 2003 Groningen, Third Place Final leg 1, Nikos A - Alkis P (3 - 2)",719,115,World Cup III (Groningen),2003,match,final,1,3 - 2,Nikos A,338,Alkis P,14,3620,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Groningen2003/videos/3rdPlace1-NikosvsAlkis.WMV
UKK1qptd08c,Kick Off 2 Goal analysis in KO2CV,54,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
UMshtbULLR0,Kick Off 2 Amiga Lobby Shootout,251,,,,coverage,,,,,,,,,alkelele_channel,alkelele,,,,false,low,,,
WAQmMceg1PA,Kick Off 2 World Cup 2024 - Semi Final 2A GianniT vs BlazejU,696,20,World Cup XXII (Nottingham),2024,match,semi,,,Gianni T,149,Blazej U,46,26875,ko2cv_channel,ko2cv,,,,false,medium,,,
WI-Z16dV4aw,Kick Off 2 World Cup 2025 - Quarter Final FabioF v LorenzoL,1330,25,World Cup XXIII (Milan),2025,match,quarter,,,Fabio F,109,Lorenzo L,254,"27404,27405",ko2cv_channel,ko2cv,,,,false,medium,,dual-leg video (duration>=20min),
WOygixawR5o,Kick Off 2 WC2001 Dartford Part2b Saturday,510,26,World Cup I (Dartford),2001,stream,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
WVbWU3N_67o,"Kick Off 2 Amiga, WC 2006 Rickmansworth, The Final 1st leg, Spyros P - Mario F (6 - 1)",658,206,World Cup VI (Rickmansworth),2006,match,final,,6 - 1,Spyros P,410,Mario F,276,8443,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,high,,"Also in: alkelele_channel, forum_index",http://www.kickoffworld.net/Download/media/2006WorldCup/KOA%20WC2006_08%20Final%20Part1%20Spyros%20vs%20Mario.wmv
WWCQVtY1YEo,"Kick Off 2 Amiga, WC 2009 Voitsberg, Semi Final leg 1, Spyros P - Fabio F (2 - 2)",643,418,World Cup IX (Voitsberg),2009,match,semi,1,2 - 2,Spyros P,410,Fabio F,109,16398,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,
Wf9EoF-TAEQ,Kick Off 2 WC2011 - 5. Semi2b - Alkis vs Andy.avi,683,526,World Cup XI (Birmingham),2011,match,semi,,,Alkis P,14,Andy G,30,20109,ko2cv_channel,ko2cv,,,,false,low,,,
WqDriFRJyUc,"Kick Off 2 Amiga, WC 2006 Rickmansworth, 3rd Place Final leg 2, Marco D - Gianni T (1 - 5)",688,206,World Cup VI (Rickmansworth),2006,match,final,2,1 - 5,Marco D,273,Gianni T,149,8442,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2006WorldCup/KOA%20WC2006_06%20Playoff%20Part1%20Gianni%20vs%20Marco.wmv
XcFclfKPO_I,Kick Off 2 WC2011 - 7. Final1 - Gianni vs Alkis.avi,636,526,World Cup XI (Birmingham),2011,match,final,,,Gianni T,149,Alkis P,14,20111,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
XqKIB0Yabno,UK Kick Off 2 UKC 2012 RobertS 1-3 SimonB,790,554,World Cup XII (Milan),2012,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
Y1lWJ3t5n2Y,Lund II 2009 Kick Off 2 tournament,114,411,Lund II,2009,coverage,,,,,,,,,alkelele_channel,alkelele,,,,false,medium,,,
YQ1mKq7W6w0,KOA_WC2007_6_3rdPlace_Sandro_vs_Gianluca,679,,,,coverage,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
YbBokouIaCc,KOA_WC2009_1_GameOfShame_Andreas_vs_Astrid,659,418,World Cup IX (Voitsberg),2009,excluded,shame,,,,,,,,ko2cv_channel,ko2cv,,dup-wyfn0CGhpIA,alternate_recording,false,low,Y,duplicate of forum/alkelele WC 2009 shame upload,
YjhOh2gXgkY,BARRETT baby!,9,,,,coverage,,,,,,,,,costas_channel,costas,,,,false,low,,,
YsSqNlTRdBE,Giati exei kalytera atoma,6,,,,coverage,,,,,,,,,costas_channel,costas,,,,false,low,,,
Ywq9-YG73VU,Kick Off 2 World Cup 2019 - Silver Final - Jorn vs Joerg,767,9,World Cup XIX (Bremen),2019,match,final,,,Jorn F,221,Jorg P,219,25356,ko2cv_channel,ko2cv,,,,false,low,,,
ZAZb7CiQD6Q,Kick Off 2 UK Championship 2010 - League - SimonK vs RobertS,655,451,Birmingham XXI,2010,match,league,,4 - 4,Simon K,405,Robert S,386,17247,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
ZPZsVJ0UMD8,"Kick Off 2 Amiga, WC 2002 Athens, Semi Final, Rikki F - Spyros P (9 - 5)",657,66,World Cup II (Athens),2002,match,semi,,9 - 5,Rikki F,384,Spyros P,410,1717,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Athens2002/videos/Semi1%20-%20Klaus%20vs%20Alkis.WMV
ZbSFc1HYg1s,Kick Off 2 World Cup 2025 - 3rd Place Final FabioF vs ChristopherD,695,25,World Cup XXIII (Milan),2025,match,final,,,Fabio F,109,Christopher D,66,27416,ko2cv_channel,ko2cv,,,,false,medium,,,
_41FztyGDFs,Kick Off 2 UK Championship 2010 - League - SimonK vs SteveC,657,451,Birmingham XXI,2010,match,league,,2 - 6,Simon K,405,Steve C,421,17232,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
_C__CYJq91k,Nikos vs Alkis 3-4-2011,731,499,Athens LXXVIII,2011,match,,,5 - 4,Nikos A,338,Alkis P,14,18881,forum_index,costas,,,,false,medium,Y,Also in: costas_channel,
_M07rV3t-Cg,WC2009 Presentations Part 4,540,418,World Cup IX (Voitsberg),2009,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
_lhsp2abyu4,"Kick Off 2 Amiga, WC 2005 Cologne, Third Place Final 2nd leg, Alkis P - Klaus Lo (8 - 1)",628,169,World Cup V (Cologne),2005,match,final,,8 - 1,Alkis P,14,Klaus Lo,237,6583,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2005WorldCup/KOA_WC2005_3rd4th_Game1_KlausVsAlkis.wmv
_wJ7Zf-CBxg,Kick Off 2 World Cup 2023   Semi Final 2B Thor vs Andy,799,16,World Cup XXI (Torremolinos),2023,match,semi,,,Thor S,444,Andy G,30,26301,ko2cv_channel,ko2cv,,,,false,low,,,
_wgCVuxFhqI,"Kick Off 2 Amiga, WC 2003 Groningen, Semi Final leg 1, Gianluca T - Nikos A (3 - 2)",660,115,World Cup III (Groningen),2003,match,semi,1,3 - 2,Gianluca T,148,Nikos A,338,3618,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.ko-gathering.com/media/tournaments/Groningen2003/videos/Semis1-AlkisvsMartinJ.wmv
_zF-BvJdcrs,"Kick Off 2 Amiga, WC 2006 Rickmansworth, Semi Final leg 2, Marco D - Mario F (3 - 3)",644,206,World Cup VI (Rickmansworth),2006,match,semi,2,3 - 3,Marco D,273,Mario F,276,8440,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2006WorldCup/KOA%20WC2006_01%20Semi1%20Part1%20Gianni%20vs%20Spyros.wmv
a-OmwoP1OjM,KOA_WC2009_8_Final_1_Gianni_vs_Spyros,656,418,World Cup IX (Voitsberg),2009,match,final,1,,Gianni T,149,Spyros P,410,16402,ko2cv_channel,ko2cv,,,,false,low,,,
aOTQ7MbdVCU,"Kick Off 2 Amiga, WC 2005 Cologne, KOA Cup Final 1st leg, Filippo D - Jorn F (3 - 2)",698,169,World Cup V (Cologne),2005,match,final,1,3 - 2,Filippo D,114,Jorn F,221,6679,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,http://www.kickoffworld.net/Download/media/2005WorldCup/KOA_WC2005_KOACup_Game1_FilippoVsJorn.wmv
aQQOtUDVi3Q,"Kick Off 2 Amiga, WC 2004 Milano, The Final leg 2, Gianluca T - Luigi F (6 - 1)",718,140,World Cup IV (Milan),2004,match,final,2,6 - 1,Gianluca T,148,Luigi F,261,4905,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,high,,"Also in: alkelele_channel, forum_index",http://www.ko-gathering.com/media/tournaments/Milan2004/videos/WC2004_FinalA_Luigi_Gianluca.wmv
bHjAB8MU_BI,UKC08 - Awards 1,10,,,,ceremony,,,,,,,,,ko2cv_channel,ko2cv,,,,false,low,,,
bYVUlrMQ2yw,"Kick Off 2 Amiga, WC 2009 Voitsberg, Semi Final leg 2, Fabio F - Spyros P (1 - 5)",685,418,World Cup IX (Voitsberg),2009,match,semi,2,1 - 5,Fabio F,109,Spyros P,410,16397,forum_index,alkelele,,,,false,high,,Also in: alkelele_channel,
bvdkP6rHmMo,"Kick Off 2 Amiga, WC 2006 Rickmansworth, Game of Shame",1144,206,World Cup VI (Rickmansworth),2006,match,shame,,,Saskia B,399,Oliver V,346,8573,alkelele_channel,alkelele,,,,false,low,,sole game of shame at event,
c7B7vNWDSG4,German Championship 2008 | Wiesbaden: Frank F - Oliver St (5 - 9),,352,Wiesbaden V,2008,match,final,,5 - 9,Frank F,124,Oliver St,345,13742,forum_index,,,,,false,high,Y,,
c8DNf5trFgI,"Kick Off 2 Amiga, WC 2003 Groningen, The Final leg 2, Gianluca T - Martin J (3 - 3)",701,115,World Cup III (Groningen),2003,match,final,2,3 - 3,Gianluca T,148,Martin J,295,3623,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,high,,"Also in: alkelele_channel, forum_index",http://www.ko-gathering.com/media/tournaments/Groningen2003/videos/Final1-MartinJvsFoxsoft.wmv
c8MWCUbpIkI,Kick Off 2 UK Championship 2010 - League - JonG vs SteveE,657,451,Birmingham XXI,2010,match,league,,5 - 5,Jon G,213,Steve E,422,17222,forum_index,ko2cv,,,,false,medium,Y,Also in: ko2cv_channel,
cOSzeLNq0kk,Kick Off 2 World Cup 2025 - Silver Final AlessandroV v SteveC,689,25,World Cup XXIII (Milan),2025,match,final,,,Alessandro V,9,Steve C,421,27387,ko2cv_channel,ko2cv,,,,false,low,,,
cW-fs3RkkCc,Kick Off 2 World Cup 2013 - Part 06 - ChrisD vs AndyG (5-6),700,569,World Cup XIII (Voitsberg),2013,stream,,,5-6,,,,,,ko2cv_channel,ko2cv,,,,false,medium,,,
cWfCxEtpnLk,Kick Off 2 World Cup 2024 - Semi Final 2B BlazejU vs GianniT,686,20,World Cup XXII (Nottingham),2024,match,semi,,,Blazej U,46,Gianni T,149,26876,ko2cv_channel,ko2cv,,,,false,medium,,,
ckj8ZR43Y9k,"Kick Off 2 Amiga, WC 2008 Athens, Silver Cup Final, George Ka - Rodolfo (3 - 3) (extra time: 1 - 2)",932,358,World Cup VIII (Athens),2008,match,silver,,3 - 3,George Ka,141,Rodolfo M,389,14216,forum_index,alkelele,,,,false,medium,,Also in: alkelele_channel,http://www.kickoff2.it/tmp/video_ko2/wc2008/Athens08_02_SilverCup_George_Rodolfo_4-5.avi
cuAMYwl77RU,Kick Off 2 World Cup 2015 - Semi2 - Oliver vs Andy,695,585,World Cup XV (Dublin),2015,match,semi,,,Oliver St,345,Andy G,30,23052,ko2cv_channel,ko2cv,,,,false,low,,,
cx68A7ElEE4,KOA WC 2010 - Semi1A - Ektoras vs Gianni (2nd Half),321,480,World Cup X (Dusseldorf),2010,match,semi,,5 - 10,Ektoras K,100,Gianni T,149,18458,forum_index,ko2cv,,forum-the-2010-gathering-dusseldorf-germany-semi-finals-ektoras-k-gianni-t-5-10,canonical,false,high,Y,Also in: ko2cv_channel,
d4f5GRbEKsU,07 - Kick Off 2 World Cup 2012 Final1 - Gianluca vs Dagh,765,554,World Cup XII (Milan),2012,match,final,,,Gianluca T,148,Dagh N,73,21275,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,medium,,Also in: ko2cv_channel,
dAu2aU7NanA,"Kick Off 2 Amiga, WC 2002 Athens, The Final leg 1, Alkis P - Rikki F (6 - 4)",697,66,World Cup II (Athens),2002,match,final,1,6 - 4,Alkis P,14,Rikki F,384,1719,wc_finals_playlist,,PL_BZxDPPd88YKbQHLod_1EFHPa2iJSIQY,,,true,high,,"Also in: alkelele_channel, forum_index",http://www.ko-gathering.com/media/tournaments/Athens2002/videos/Final1%20-%20Alkis%20v%20Rikki.wmv
